links.self.href	id	uid	name	long_name	description	featured_image	status	public	licence	published_at	created_at	updated_at
https://app.pollinatorhub.eu/api/v1/discovery/datasets/PLLNT11.0.0	11	PLLNT11.0.0	Pollination	Data on economic dependence of pollination by animals in crops as well as observations of pollinators on plant species, inon economic dependence of pollination by animals in crops as well as observations of pollinators on plant species, in particular crops	The dataset contains data on economic dependence of pollination by animals in crops as well as observations of pollinators on plant species, in particular crops.	null	publish	true	CC BY 4.0	2023-07-25T22:00:00.000000Z	2022-10-19T09:17:18.000000Z	2025-08-21T06:38:46.000000Z
https://app.pollinatorhub.eu/api/v1/discovery/datasets/BKPNG8.0.0	8	BKPNG8.0.0	Beekeeping Austria	Collection of data related to honey bees in Austria.	This dataset is a collection of data related to honey bees (*Apis mellifera* L.) in Austria.	null	publish	true	CC BY-NC-SA 4.0	2023-11-30T23:00:00.000000Z	2022-04-27T07:15:00.000000Z	2025-08-21T13:07:05.000000Z
https://app.pollinatorhub.eu/api/v1/discovery/datasets/VRRMN16.0.0	16	VRRMN16.0.0	Varroa monitoring Austria	Results from a Varroa monitoring program in various apiaries in Austria	An eight-year survey of Varroa destructor infestation rates of western honey bee (*Apis mellifera*) colonies across Austria and the spatial dimension, temporal dimension and weather factors that
impact these infestation rates.	null	publish	true	CC BY-SA 4.0	2023-12-12T23:00:00.000000Z	2022-03-14T13:26:00.000000Z	2025-08-21T11:43:13.000000Z
https://app.pollinatorhub.eu/api/v1/discovery/datasets/RGLTN80.0.0	80	RGLTN80.0.0	Regulation (EU) 2017/269	The Harmonised classification of substances according to Regulation (EU) 2017/269 amending Regulation (EC) No 1185/2009.	The dataset contains the harmonised classification of substances contained in annex III of Commission Regulation (EU) 2017/269 of 16 February 2017 amending Regulation (EC) No 1185/2009 of the European Parliament and of the Council concerning statistics on pesticides, as regards the list of active substances.	null	publish	true	CC BY 4.0	2023-12-13T23:00:00.000000Z	2023-12-13T16:37:54.000000Z	2025-08-21T06:35:16.000000Z
https://app.pollinatorhub.eu/api/v1/discovery/datasets/CLNYD84.0.0	84	CLNYD84.0.0	Colony development autumn	Brood nest measurements in hives kept in various apiaries in the surroundings of Graz/in Austria during autumn 2013	The aim of this pilot-study was to assess differences in egg-laying activity of queens during the presumed transition of colonies to the winter brood pause and to determine whether there are location-related differences or differences with regard to the origin of the queens. For this purpose, the amount of brood was determined in 21 bee colonies with 21 queens obtained from 8 different breeders working in 2 different Carnica breeding programs at four different apiaries from 23 August 2013 to 25 October 2013 at intervals of approximately 21 days (depending on the weather conditions).	null	publish	true	CC BY-SA 4.0	2023-12-15T23:00:00.000000Z	2023-12-28T12:59:34.000000Z	2025-08-21T08:35:17.000000Z
https://app.pollinatorhub.eu/api/v1/discovery/datasets/HVSCL51.0.0	51	HVSCL51.0.0	Hive scales Austria	A collection of hive scales data from Austria	The dataset contains data from hive scales (hive weight, temperature, relative humidity, precipitation, wind speed, wind direction) from various apiaries in Austria.	null	publish	true	CC BY-SA 4.0	2023-12-16T23:00:00.000000Z	2023-10-01T13:49:03.000000Z	2025-04-24T10:24:55.000000Z
https://app.pollinatorhub.eu/api/v1/discovery/datasets/NNICA10.0.0	10	NNICA10.0.0	Neonic	Development of bee colonies in areas exposed to high levels of neonicotinoid pesticides.	This dataset contains data on regular assessemnts of colony development in colonies exposed to different levels of Clothinanidin as a consequence of corn production.	https://app.pollinatorhub.eu/storage/providers/01HKVSPH1FEYH2Q7SX156MVP3P.jpg	publish	true	CC BY-SA 4.0	2023-12-17T23:00:00.000000Z	2023-01-26T18:18:06.000000Z	2025-08-21T07:37:40.000000Z
https://app.pollinatorhub.eu/api/v1/discovery/datasets/FSTTL93.0.0	93	FSTTL93.0.0	FAOSTAT LC Land Cover	FAOSTAT Land Cover	The FAOSTAT domain Land Cover under the Agri-Environmental Indicators section contains land cover information organized by the land cover classes of the international standard system for Environmental and Economic Accounting Central Framework (SEEA CF). The land cover information is compiled from publicly available Global Land Cover (GLC) maps: a) MODIS land cover types based on the Land Cover Classification System, LCCS (2001–2021); b) The European Spatial Agency (ESA) Climate Change Initiative (CCI) annual land cover maps (1992–2020) produced by the Université catholique de Louvain (UCL)-Geomatics and now under the European Copernicus Program; c) The annual land cover maps which were produced under the European Copernicus Global Land Service (CGLS) (CGLS land cover, containing discrete land cover categorization for the period 2015–2019), with spatial resolution 100m; and d) 4) The WorldCover maps of the European Space Agency —available for the years 2020 and 2021, produced at 10m resolution. 	null	publish	true	CC BY-NC-SA 3.0 IGO	2024-03-08T23:00:00.000000Z	2024-03-08T11:45:15.000000Z	2025-08-21T08:45:31.000000Z
https://app.pollinatorhub.eu/api/v1/discovery/datasets/FSTTR94.0.0	94	FSTTR94.0.0	FAOSTAT RL Land Use	FAOSTAT data on land, inputs and sustainability - land use	The FAOSTAT Land Use domain contains data on forty-four categories of land use, irrigation and agricultural practices and five indicators relevant to monitor agriculture, forestry and fisheries activities at national, regional and global level. Data are available by country and year, with global coverage and annual updates.	null	publish	true	CC BY-NC-SA 3.0 IGO	2024-03-13T23:00:00.000000Z	2024-03-14T08:09:32.000000Z	2024-07-05T12:07:52.000000Z
https://app.pollinatorhub.eu/api/v1/discovery/datasets/FSTTQ203.0.0	203	FSTTQ203.0.0	FAOSTAT QCL Beekeeping	FAOSTAT data on beekeeping livestock and products	This dataset contains beekeeping related data from the FAOSTAT crop and livestock statistics, which are recorded for 278 products, among which primary livestock products such as beeswax and honey and live animals such as the number for beehives for the whole world. It includes also the relevant metadata published by FAO.	null	publish	true	CC BY 4.0	2024-04-11T22:00:00.000000Z	2024-11-22T13:07:49.000000Z	2025-08-21T14:44:12.000000Z
https://app.pollinatorhub.eu/api/v1/discovery/datasets/FSTTT205.0.0	205	FSTTT205.0.0	FAOSTAT TCL Trade	FAOSTAT data on the trade with beekeeping livestock and products	The food and agricultural trade dataset is collected, processed and disseminated by FAO according to the standard International Merchandise Trade Statistics (IMTS) Methodology. The data is mainly provided by UNSD, Eurostat, and other national authorities as needed. This source data is checked for outliers, trade partner data is used for non-reporting countries or missing cells, and data on food aid is added to take into account total cross-border trade flows. The trade database includes the following variables: export quantity, export value, import quantity, and import value. The trade database includes all food and agricultural products imported/exported annually by all the countries in the world. 	null	publish	true	CC BY 4.0	2024-04-12T22:00:00.000000Z	2024-12-02T09:56:00.000000Z	2025-08-21T15:09:24.000000Z
https://app.pollinatorhub.eu/api/v1/discovery/datasets/FSTTT207.0.0	207	FSTTT207.0.0	FAOSTAT TM Trade Matrix	FAOSTAT data on the detailed trade matrix with beekeeping livestock and products	The food and agricultural trade dataset is collected, processed and disseminated by FAO according to the standard International Merchandise Trade Statistics (IMTS) Methodology. The data is mainly provided by UNSD, Eurostat, and other national authorities as needed. This source data is checked for outliers, trade partner data is used for non-reporting countries or missing cells, and data on food aid is added to take into account total cross-border trade flows. The trade database includes the following variables: export quantity, export value, import quantity, and import value. The trade database includes all food and agricultural products imported/exported annually by all the countries in the world.	null	publish	true	CC BY 4.0	2024-04-13T22:00:00.000000Z	2024-12-02T16:04:08.000000Z	2025-08-21T16:30:12.000000Z
https://app.pollinatorhub.eu/api/v1/discovery/datasets/DEPAB69.0.0	69	DEPAB69.0.0	DEPAB2	DEPAB2 : Pollen, pesticides and landscape	DEPAB2 : Pollen, pesticides and landscape

Honey bees pollen samples from Belgium, their species composition identified with classical microscopy, their pesticides content and the landscape around the apiaries in which they have been collected. Data from a project called DEPAB2 in Belgium.

Dataset related to the following paper : 
https://www.nature.com/articles/s41598-017-03467-5  
Simon-Delso, N., San Martin, G., Bruneau, E., Delcourt, C., Hautier, L., 2017. The challenges of predicting pesticide exposure of honey bees at landscape level. Scientific Reports 7, 3801. doi:10.1038/s41598-017-03467-5 


	https://app.pollinatorhub.eu/storage/providers/01HF8EWCN00RMW3DJ2RP6AC041.png	publish	true	CC BY 4.0	2024-04-24T13:42:00.000000Z	2023-11-15T02:48:47.000000Z	2025-08-21T08:21:49.000000Z
https://app.pollinatorhub.eu/api/v1/discovery/datasets/BGDBN192.0.0	192	BGDBN192.0.0	B-GOOD BIOEUNIS	Dataset from the B-GOOD project, containing the iogeographical EUNIS Level 2 Terrestrial Habitats (BIOEUNIS): Database of Relevant Resources for Honey Bees.	Dataset from B-GOOD BIOEUNIS Biogeographical [EUNIS](https://app.pollinatorhub.eu/dictionary/classes/7380) level 2 terrestrial habitats: The database of relevant resources for [honey bees](https://app.pollinatorhub.eu/dictionary/classes/19) is an updated and refined version of the [EUNIS](https://app.pollinatorhub.eu/dictionary/classes/7380) terrestrial level 2 habitat product, which is divided into biogeographical regions. It is based on the deliverable D3.1 of the [B-GOOD project](https://b-good-project.eu/). The primary goal of BIOEUNIS was to develop a product that improves the spatial precision and accuracy of the [EUNIS](https://app.pollinatorhub.eu/dictionary/classes/7380) terrestrial level 2 habitat plant composition. It was published by Alves da Silva A, Alves J, Chytrý M, Sousa JP (UCOI) on the [B-GOOD Bee Health Data Portal](https://beehealthdata.org/datasets/cdf42e4c-7e8c-44cc-a72c-dd080a16494f) as part of the [B-GOOD project (grant agreement 817622)](https://b-good-project.eu/), funded under the [EU Horizon 2020 Research and Innovation Programme](https://research-and-innovation.ec.europa.eu/funding/funding-opportunities/funding-programmes-and-open-calls/horizon-2020_en).	null	publish	true	CC BY-NC-ND 4.0	2024-11-17T23:00:00.000000Z	2024-10-29T06:52:02.000000Z	2025-08-21T16:13:14.000000Z
https://app.pollinatorhub.eu/api/v1/discovery/datasets/RSTTH224.0.0	224	RSTTH224.0.0	EUROSTAT HICP inflation rate	Harmonised index of consumer prices (HICP) inflation rate (tex00118)	The dataset contains the average annual inflation rates based on the [Harmonised Index of Consumer Prices (HICP)](http://ec.europa.eu/eurostat/statistics-explained/index.php/Glossary:Harmonised_index_of_consumer_prices_(HICP)) in the European Union.
The [HICP](http://ec.europa.eu/eurostat/statistics-explained/index.php/Glossary:Harmonised_index_of_consumer_prices_(HICP)) gives comparable measures of [inflation](http://ec.europa.eu/eurostat/statistics-explained/index.php/Glossary:Inflation) for the countries and country groups for which it is produced. It is an economic indicator that measures the change over time of the prices of consumer goods and services acquired by households. In other words, it is a set of consumer price indices (CPIs) calculated according to a harmonised approach and a set of definitions as laid down in Regulations and Recommendations.
In addition, the HICP provides the official measure of consumer price inflation in the [euro area](https://ec.europa.eu/eurostat/statistics-explained/index.php?title=Glossary:Euro_area) for the purposes of monetary policy and the assessment of inflation convergence as required under the Maastricht criteria for accession to the euro.	null	publish	true	CC BY 4.0	2025-01-15T23:00:00.000000Z	2025-01-16T11:13:21.000000Z	2025-08-27T13:40:08.000000Z
https://app.pollinatorhub.eu/api/v1/discovery/datasets/FSTTQ230.0.0	230	FSTTQ230.0.0	FAOSTAT QCL Pollinated Crops	FAOSTAT data on production of pollinated crops	This dataset contains data related to crops that require pollination by animals according to Klein *et al.* 2007 from the FAOSTAT crop and livestock statistics. It includes also the relevant metadata published by FAO.	null	publish	true	CC BY 4.0	2025-02-27T23:00:00.000000Z	2025-04-01T12:17:57.000000Z	2025-08-21T17:40:28.000000Z
https://app.pollinatorhub.eu/api/v1/discovery/datasets/FSTTP231.0.0	231	FSTTP231.0.0	FAOSTAT PP Producer Prices	FAOSTAT data on producer prices	This dataset contains data related to producer prices of pollinated crops that require pollination by animals according to Klein *et al.* 2007 and beekeeping products such as honey and beewax  from the FAOSTAT crop and livestock statistics. It includes also the relevant metadata published by FAO.	null	publish	true	CC BY 4.0	2025-02-27T23:00:00.000000Z	2025-04-01T13:12:58.000000Z	2025-08-21T16:36:41.000000Z
https://app.pollinatorhub.eu/api/v1/discovery/datasets/BGDBC176.0.0	176	BGDBC176.0.0	B-GOOD Bee Counter Data	Dataset from the B-GOOD project, containing data from bee counters on daily exits and entrances of bees from colonies.	The dataset contains records of daily number of exits and entrances of bees from 6 colonies per location in 2023 in the locations Avignon/France (2023-03-31 – 2023-05-15), Halle/Germany (2023-05-17 – 2023-11-15) and Gent/Belgium (2023-06-02 – 2023-11-15). It was published by Alaux CA (INRAE) on the [B-GOOD Bee Health Data Portal](https://beehealthdata.org) as part of the [B-GOOD project (grant agreement 817622)](https://b-good-project.eu/), funded under the [EU Horizon 2020 Research and Innovation Programme](https://research-and-innovation.ec.europa.eu/funding/funding-opportunities/funding-programmes-and-open-calls/horizon-2020_en).	null	publish	true	CC BY-NC-ND 4.0	2025-03-16T23:00:00.000000Z	2024-09-23T09:28:22.000000Z	2025-08-21T06:55:24.000000Z
https://app.pollinatorhub.eu/api/v1/discovery/datasets/BGDHL178.0.0	178	BGDHL178.0.0	B-GOOD Health Monitoring	Dataset from the B-GOOD project, containing data from studies on diseases detected in honey bee colonies.	The dataset contains results from the analysis of the [pathogens](https://app.pollinatorhub.eu/dictionary/classes/97) [Deformed Wing  Virus A](https://app.pollinatorhub.eu/dictionary/classes/7418) (DWV-A), [Deformed Wing Virus B](https://app.pollinatorhub.eu/dictionary/classes/7419) (DWV-B); [Acute Bee Paralysis Virus](https://app.pollinatorhub.eu/dictionary/classes/99) (ABPV), [Chronic Bee Paralysis Virus](https://app.pollinatorhub.eu/dictionary/classes/100) (CBPV), [Black Queen Cell Virus](https://app.pollinatorhub.eu/dictionary/classes/103) (BQCV), [Sackbrood Virus](https://app.pollinatorhub.eu/dictionary/classes/105) (SBV), [Paenibacillus larvae](https://app.pollinatorhub.eu/dictionary/classes/89);  [Melissococcus plutonius](https://app.pollinatorhub.eu/dictionary/classes/90); [Nosema apis](https://app.pollinatorhub.eu/dictionary/classes/92); [Nosema ceranae](https://app.pollinatorhub.eu/dictionary/classes/93); [Malpighamoeba mellificae](https://app.pollinatorhub.eu/dictionary/classes/96); [Varroa destructor](https://app.pollinatorhub.eu/dictionary/classes/80) in [honey bee](https://app.pollinatorhub.eu/dictionary/classes/19) samples collected in spring, summer and autumn of 2020, 2021 and 2022 in different locations. It was published by Schäfer MO (FLI) on the [B-GOOD Bee Health Data Portal](https://beehealthdata.org) as part of the [B-GOOD project (grant agreement 817622)](https://b-good-project.eu/), funded under the [EU Horizon 2020 Research and Innovation Programme](https://research-and-innovation.ec.europa.eu/funding/funding-opportunities/funding-programmes-and-open-calls/horizon-2020_en). 	null	publish	true	CC BY-NC-ND 4.0	2025-03-16T23:00:00.000000Z	2024-10-07T14:20:09.000000Z	2025-08-21T13:30:34.000000Z
https://app.pollinatorhub.eu/api/v1/discovery/datasets/BGDWT180.0.0	180	BGDWT180.0.0	B-GOOD Weather Data	Dataset from the B-GOOD project, containing the relevant weather data at the study sites.	The dataset contains data from weather stations in the vicinity of the test apiaries located in Belgium, Switzerland, Germany, France, the Netherlands, Portugal, Romania and United Kingdom in 2020 and 2021. It was published by van Dooremalen C (WR) on the [B-GOOD Bee Health Data Portal](https://beehealthdata.org/) as part of the [B-GOOD project (grant agreement 817622)](https://b-good-project.eu/), funded under the [EU Horizon 2020 Research and Innovation Programme](https://research-and-innovation.ec.europa.eu/funding/funding-opportunities/funding-programmes-and-open-calls/horizon-2020_en).	null	publish	true	CC BY-NC-ND 4.0	2025-03-16T23:00:00.000000Z	2024-10-10T16:05:43.000000Z	2025-08-27T14:42:42.000000Z
https://app.pollinatorhub.eu/api/v1/discovery/datasets/BGDWP190.0.0	190	BGDWP190.0.0	B-GOOD WP4 Stakeholder Survey 	Dataset from WP 4 of the B-GOOD project, containing data from a survey with stakeholders involved in the beekeeping sector. 	Dataset from the B-GOOD WP4 survey with stakeholders involved in the beekeeping sector. Data were collected online using Qualtrics and the attached questionnaire during the period from January to March 2021. The survey addresses stakeholder views on sustainability objectives for EU [beekeeping](https://app.pollinatorhub.eu/dictionary/classes/126), [honey bee](https://app.pollinatorhub.eu/dictionary/classes/19) health, and [hive monitoring technology](https://app.pollinatorhub.eu/dictionary/classes/1210). It was published by Verbeke W, Alves F, Williams JH (UGENT) on the [B-GOOD Bee Health Data Portal](https://beehealthdata.org/datasets/8fda00e3-9f5e-4953-b70d-fd8703479dca) as part of the [B-GOOD project (grant agreement 817622)](https://b-good-project.eu/), funded under the [EU Horizon 2020 Research and Innovation Programme](https://research-and-innovation.ec.europa.eu/funding/funding-opportunities/funding-programmes-and-open-calls/horizon-2020_en).	null	publish	true	CC BY-NC-ND 4.0	2025-03-16T23:00:00.000000Z	2024-10-27T10:22:33.000000Z	2025-08-27T08:26:29.000000Z
https://app.pollinatorhub.eu/api/v1/discovery/datasets/BGDWP191.0.0	191	BGDWP191.0.0	B-GOOD WP4 Beekeeper Survey	Dataset from WP 4 of the B-GOOD project, containing data from a survey with beekeepers.	Dataset (SPSS format) from the B-GOOD WP4 survey with European [beekeepers](https://app.pollinatorhub.eu/dictionary/classes/2987). Data were collected online using Qualtrics and the attached questionnaire in the period from October 2021 to January 2022. The survey addresses [beekeepers](https://app.pollinatorhub.eu/dictionary/classes/2987)' views on: socio-economics of [beekeeping](https://app.pollinatorhub.eu/dictionary/classes/126), [beekeeping](https://app.pollinatorhub.eu/dictionary/classes/126) management, [honey bee](https://app.pollinatorhub.eu/dictionary/classes/19) health, digital technology, orientation towards [beekeeping](https://app.pollinatorhub.eu/dictionary/classes/126), environmental quality, and [hive monitoring technology](https://app.pollinatorhub.eu/dictionary/classes/1210). It was published by Verbeke W (UGENT) on the [B-GOOD Bee Health Data Portal](https://beehealthdata.org/datasets/ba6a57b1-78f4-4f59-874f-84575d3acce9) as part of the [B-GOOD project (grant agreement 817622)](https://b-good-project.eu/), funded under the [EU Horizon 2020 Research and Innovation Programme](https://research-and-innovation.ec.europa.eu/funding/funding-opportunities/funding-programmes-and-open-calls/horizon-2020_en).	null	publish	true	CC BY-NC-ND 4.0	2025-03-16T23:00:00.000000Z	2024-10-28T13:09:14.000000Z	2025-08-21T14:21:59.000000Z
https://app.pollinatorhub.eu/api/v1/discovery/datasets/BGDHN193.0.0	193	BGDHN193.0.0	B-GOOD Honey Bee Resources	Dataset from the B-GOOD project, containing the database of relevant resources for honey bees.	This dataset contains information on the identification of the main plant species that are relevant food (floral) resources for [honey bees](https://app.pollinatorhub.eu/dictionary/classes/19), considering primarily [nectar](https://app.pollinatorhub.eu/dictionary/classes/72) and [pollen](https://app.pollinatorhub.eu/dictionary/classes/20), that are present in each [EUNIS](https://app.pollinatorhub.eu/dictionary/classes/7380) level 2 terrestrial habitat in Europe. The database has the full details about plant species occurrence, average plant species cover, habitat plant species composition and bee-friendliness of each plant independently and when considering its occurrence and cover within each habitat. It was published by Alves da Silva A, Horčičková E, Castro S, Loureiro J, Chytrý M,  Sousa JP (UCOI) on the [B-GOOD Bee Health Data Portal](https://beehealthdata.org/datasets/f1c72348-1861-479a-8c40-a24cb1c92832) as part of the [B-GOOD project (grant agreement 817622)](https://b-good-project.eu/), funded under the [EU Horizon 2020 Research and Innovation Programme](https://research-and-innovation.ec.europa.eu/funding/funding-opportunities/funding-programmes-and-open-calls/horizon-2020_en).	null	publish	true	CC BY-NC-ND 4.0	2025-03-16T23:00:00.000000Z	2024-10-30T07:56:48.000000Z	2025-08-21T14:37:25.000000Z
https://app.pollinatorhub.eu/api/v1/discovery/datasets/BGDWP194.0.0	194	BGDWP194.0.0	B-GOOD WP3 Field Data	Dataset from the B-GOOD project, containing field data obtained from the implementation of the Field Protocols 1, 2, and 3 from WP3	The dataset contains field data on floral resources from 3 locations in 2020-2021 in Belgium, Poirtugal and United Kingdom. It was published by Alves da Silva A, Lopes S, Parreira T, Castro S, Bouuaert DC, McVeigh A, Alves J, Sousa JP (UCOI) on the [B-GOOD Bee Health Data Portal](https://beehealthdata.org) as part of the [B-GOOD project (grant agreement 817622)](https://b-good-project.eu/), funded under the [EU Horizon 2020 Research and Innovation Programme](https://research-and-innovation.ec.europa.eu/funding/funding-opportunities/funding-programmes-and-open-calls/horizon-2020_en).	null	publish	true	CC BY-NC-ND 4.0	2025-03-16T23:00:00.000000Z	2024-10-30T12:51:49.000000Z	2025-08-21T14:38:30.000000Z
